__time,/effort_controller/commands/data[1],/joint_states/front_left_wheel_joint/effort,/joint_states/front_left_motor_joint/position,/joint_states/front_left_motor_joint/velocity
1718737783.725976,2.0,0.0,0.021541218,0.377430483
1718737783.726289,2.0,0.0,0.021541218,0.377430483
1718737783.727139,2.0,0.0,0.021912707,0.377496171
1718737783.727727,2.0,0.0,0.022284719,0.377618048
1718737783.728897,2.0,0.0,0.022657406,0.378007558
1718737783.730041,2.0,0.0,0.02303103,0.378751071
1718737783.730715,2.0,0.0,0.023405944,0.379916309
1718737783.731853,2.0,0.0,0.02378257,0.381548673
1718737783.733003,2.0,0.0,0.024161375,0.383672559
1718737783.734144,2.0,0.0,0.02454138,0.385668597
1718737783.734733,2.0,0.0,0.024945141,0.408002109
1718737783.735878,2.0,0.0,0.025361677,0.419066508
1718737783.73704,2.0,0.0,0.025786327,0.426219001
1718737783.737655,2.0,0.0,0.026217017,0.431922334
1718737783.738818,2.0,0.0,0.026652518,0.436816089
1718737783.739991,2.0,0.0,0.027092064,0.441179786
1718737783.741148,2.0,0.0,0.027535189,0.445174251
1718737783.741736,2.0,0.0,0.027981635,0.448908084
1718737783.742908,2.0,0.0,0.028431289,0.452463734
1718737783.744122,2.0,0.0,0.028884133,0.455908859
1718737783.744735,2.0,0.0,0.029340217,0.459301159
1718737783.745883,2.0,0.0,0.029799634,0.46269022
1718737783.747008,2.0,0.0,0.030262503,0.466118048
1718737783.748158,2.0,0.0,0.030728957,0.469619119
1718737783.748754,2.0,0.0,0.031199137,0.473220321
1718737783.74992,2.0,0.0,0.031673185,0.476940999
1718737783.751051,2.0,0.0,0.03215124,0.48079315
1718737783.751647,2.0,0.0,0.032633435,0.484781821
1718737783.752972,2.0,0.0,0.033119894,0.488905672
1718737783.753999,2.0,0.0,0.03361073,0.493157697
1718737783.755126,2.0,0.0,0.034106041,0.497526068
1718737783.755714,2.0,0.0,0.034605911,0.50199506
1718737783.75686,2.0,0.0,0.035110407,0.506546023
1718737783.75801,2.0,0.0,0.035619576,0.511158361
1718737783.759246,2.0,0.0,0.036133446,0.515810482
1718737783.759861,2.0,0.0,0.036652027,0.520480698
1718737783.761,2.0,0.0,0.03717531,0.525148025
1718737783.762184,2.0,0.0,0.037703268,0.529792885
1718737783.762748,2.0,0.0,0.038235858,0.534397679
1718737783.763938,2.0,0.0,0.038773023,0.53894723
1718737783.765085,2.0,0.0,0.039314629,0.54294666
1718737783.765696,2.0,0.0,0.039863928,0.55044839
1718737783.766821,2.0,0.0,0.040420267,0.550433389
1718737783.767954,2.0,0.0,0.040917739,0.514243914
1718737783.769168,2.0,0.0,0.041449005,0.534826613
1718737783.76998,2.0,0.0,0.041987841,0.540097431
1718737783.771105,2.0,0.0,0.04253211,0.544866769
1718737783.771702,2.0,0.0,0.043082294,0.55056158
1718737783.772844,2.0,0.0,0.043639032,0.557094476
1718737783.774016,2.0,0.0,0.0442028,0.564215074
1718737783.775167,2.0,0.0,0.044773885,0.571678449
1718737783.775788,2.0,0.0,0.045352386,0.579267144
1718737783.777026,2.0,0.0,0.045938242,0.586793266
1718737783.77818,2.0,0.0,0.046531247,0.594098344
1718737783.77887,2.0,0.0,0.047131073,0.601053305
1718737783.780105,2.0,0.0,0.047737301,0.607558479
1718737783.781222,2.0,0.0,0.048349436,0.613543264
1718737783.781899,2.0,0.0,0.048971953,0.623504445
1718737783.783092,2.0,0.0,0.049591661,0.62152761
1718737783.783739,2.0,0.0,0.050214268,0.625384692
1718737783.784893,2.0,0.0,0.050840666,0.629671081
1718737783.786159,2.0,0.0,0.051470019,0.632751617
1718737783.786745,2.0,0.0,0.052101435,0.634699797
1718737783.787876,2.0,0.0,0.052734152,0.635754848
1718737783.789,2.0,0.0,0.053367558,0.636148702
1718737783.79016,2.0,0.0,0.0540012,0.636092265
1718737783.790727,2.0,0.0,0.054634786,0.635777857
1718737783.791847,2.0,0.0,0.055268186,0.635380513
1718737783.792996,2.0,0.0,0.055901419,0.635057147
1718737783.793573,2.0,0.0,0.056534648,0.634944617
1718737783.79471,2.0,0.0,0.057168157,0.635157675
1718737783.795834,2.0,0.0,0.057802329,0.635787381
1718737783.796955,2.0,0.0,0.058437625,0.636900339
1718737783.798053,2.0,0.0,0.059074558,0.63853884
1718737783.798612,2.0,0.0,0.059713665,0.640721917
1718737783.799725,2.0,0.0,0.060355489,0.643447204
1718737783.800895,2.0,0.0,0.061000554,0.646693459
1718737783.801991,2.0,0.0,0.06164935,0.650423566
1718737783.802553,2.0,0.0,0.062299752,0.652390446
1718737783.803668,2.0,0.0,0.062975119,0.676726689
1718737783.804796,2.0,0.0,0.063664989,0.690490561
1718737783.805924,2.0,0.0,0.064363945,0.69914702
1718737783.807022,2.0,0.0,0.065069879,0.705957278
1718737783.807593,2.0,0.0,0.06578153,0.711686132
1718737783.808741,2.0,0.0,0.066498033,0.7166557
1718737783.809858,2.0,0.0,0.06721877,0.721057735
1718737783.810966,2.0,0.0,0.067943304,0.725029576
1718737783.811544,2.0,0.0,0.068671334,0.728681615
1718737783.812642,2.0,0.0,0.069402672,0.732108694
1718737783.813766,2.0,0.0,0.070137217,0.735394655
1718737783.814897,2.0,0.0,0.070874941,0.738613843
1718737783.816017,2.0,0.0,0.071615879,0.74183128
1718737783.816574,2.0,0.0,0.072360112,0.745102392
1718737783.817721,2.0,0.0,0.073107757,0.748472661
1718737783.818841,2.0,0.0,0.073858963,0.751977428
1718737783.819971,2.0,0.0,0.074613894,0.755641897
1718737783.821186,2.0,0.0,0.075372726,0.759481405
1718737783.821735,2.0,0.0,0.076135639,0.763501928
1718737783.822867,2.0,0.0,0.076902804,0.767700827
1718737783.824038,2.0,0.0,0.077674383,0.772067789
1718737783.824643,2.0,0.0,0.078450522,0.776585935
1718737783.82584,2.0,0.0,0.079231343,0.781233049
1718737783.826252,-2.0,0.0,0.079231343,0.781233049
1718737783.826965,-2.0,0.0,0.080016942,0.785982875
1718737783.828111,-2.0,0.0,0.080799279,0.782694577
1718737783.828694,-2.0,0.0,0.081578362,0.779424429
1718737783.82986,-2.0,0.0,0.082349096,0.767808962
1718737783.831028,-2.0,0.0,0.083045933,0.703903874
1718737783.832147,-2.0,0.0,0.083787236,0.742233151
1718737783.832717,-2.0,0.0,0.084530169,0.742864137
1718737783.833937,-2.0,0.0,0.085269766,0.739341881
1718737783.834992,-2.0,0.0,0.08600566,0.735686741
1718737783.836131,-2.0,0.0,0.086738125,0.732400866
1718737783.836706,-2.0,0.0,0.087467488,0.729476148
1718737783.837951,-2.0,0.0,0.088194013,0.726815663
1718737783.839016,-2.0,0.0,0.088917876,0.724311517
1718737783.840161,-2.0,0.0,0.089639164,0.721863115
1718737783.840744,-2.0,0.0,0.090357878,0.719382141
1718737783.841899,-2.0,0.0,0.091073943,0.716794243
1718737783.842988,-2.0,0.0,0.091787222,0.714039838
1718737783.844135,-2.0,0.0,0.09249954,0.712937069
1718737783.844723,-2.0,0.0,0.093206595,0.707608909
1718737783.845855,-2.0,0.0,0.093912866,0.707070514
1718737783.846998,-2.0,0.0,0.094614824,0.702941356
1718737783.848147,-2.0,0.0,0.095312931,0.699120293
1718737783.848735,-2.0,0.0,0.096007881,0.695880938
1718737783.849849,-2.0,0.0,0.096700157,0.693062113
1718737783.851005,-2.0,0.0,0.09739003,0.690488452
1718737783.852149,-2.0,0.0,0.098077602,0.68802058
1718737783.852735,-2.0,0.0,0.098769636,0.69209622
1718737783.853841,-2.0,0.0,0.099451827,0.682512061
1718737783.85499,-2.0,0.0,0.100128552,0.677414652
1718737783.856148,-2.0,0.0,0.100802228,0.674556092
1718737783.856769,-2.0,0.0,0.101472486,0.671184628
1718737783.857979,-2.0,0.0,0.102138704,0.667097679
1718737783.859104,-2.0,0.0,0.1028003,0.66237762
1718737783.859739,-2.0,0.0,0.103456765,0.657132359
1718737783.860844,-2.0,0.0,0.104107681,0.651468721
1718737783.862021,-2.0,0.0,0.104752718,0.645491608
1718737783.863157,-2.0,0.0,0.105391647,0.639303934
1718737783.86374,-2.0,0.0,0.106024335,0.633005052
1718737783.864889,-2.0,0.0,0.106650744,0.626688241
1718737783.866057,-2.0,0.0,0.107270924,0.620438004
1718737783.867189,-2.0,0.0,0.107885002,0.614327672
1718737783.867829,-2.0,0.0,0.10849317,0.608417612
1718737783.868989,-2.0,0.0,0.109095669,0.602754142
1718737783.870114,-2.0,0.0,0.109688511,0.593332535
1718737783.871298,-2.0,0.0,0.11029564,0.607261945
1718737783.87192,-2.0,0.0,0.110895491,0.595428412
1718737783.873111,-2.0,0.0,0.111409233,0.518409015
1718737783.873706,-2.0,0.0,0.111989027,0.579729758
1718737783.874879,-2.0,0.0,0.112573061,0.583192354
1718737783.876066,-2.0,0.0,0.113153236,0.579236427
1718737783.877171,-2.0,0.0,0.113728393,0.574338429
1718737783.877756,-2.0,0.0,0.114298575,0.56957491
1718737783.878945,-2.0,0.0,0.114864109,0.565162653
1718737783.880113,-2.0,0.0,0.11542538,0.561123844
1718737783.881284,-2.0,0.0,0.115982761,0.557423236
1718737783.88185,-2.0,0.0,0.11653658,0.554005892
1718737783.882996,-2.0,0.0,0.117087106,0.550810018
1718737783.884144,-2.0,0.0,0.117634538,0.547772731
1718737783.884777,-2.0,0.0,0.118179011,0.544833653
1718737783.885928,-2.0,0.0,0.118720595,0.541937621
1718737783.887147,-2.0,0.0,0.119259303,0.539036719
1718737783.888436,-2.0,0.0,0.119795102,0.536091645
1718737783.889134,-2.0,0.0,0.120327922,0.533072402
1718737783.890339,-2.0,0.0,0.120857668,0.529958373
1718737783.890966,-2.0,0.0,0.121384231,0.526737865
1718737783.892191,-2.0,0.0,0.121907496,0.523407241
1718737783.892873,-2.0,0.0,0.122427349,0.519969773
1718737783.894094,-2.0,0.0,0.122943689,0.516434325
1718737783.895256,-2.0,0.0,0.123456423,0.512813976
1718737783.895867,-2.0,0.0,0.12396548,0.509124658
1718737783.897035,-2.0,0.0,0.124470805,0.505383895
1718737783.898206,-2.0,0.0,0.124972361,0.501609665
1718737783.898818,-2.0,0.0,0.125470133,0.497819432
1718737783.899985,-2.0,0.0,0.125964119,0.494029356
1718737783.901183,-2.0,0.0,0.126454335,0.490253684
1718737783.901802,-2.0,0.0,0.126940806,0.486504312
1718737783.903054,-2.0,0.0,0.127423568,0.48279052
1718737783.904166,-2.0,0.0,0.127909666,0.485907087
1718737783.904816,-2.0,0.0,0.128385375,0.475800044
1718737783.906052,-2.0,0.0,0.128853392,0.468472431
1718737783.907214,-2.0,0.0,0.129317236,0.464504029
1718737783.907931,-2.0,0.0,0.129777065,0.460557722
1718737783.90908,-2.0,0.0,0.130232658,0.456300962
1718737783.91041,-2.0,0.0,0.13068378,0.451754426
1718737783.910861,-2.0,0.0,0.131130225,0.446977763
1718737783.912029,-2.0,0.0,0.131571829,0.442033745
1718737783.9132,-2.0,0.0,0.13200848,0.436985115
1718737783.913874,-2.0,0.0,0.132440119,0.431893918
1718737783.914976,-2.0,0.0,0.132866746,0.42681998
1718737783.916128,-2.0,0.0,0.133288415,0.421818774
1718737783.916757,-2.0,0.0,0.133705231,0.416939176
1718737783.917922,-2.0,0.0,0.134117344,0.412221551
1718737783.919151,-2.0,0.0,0.134524937,0.407696388
1718737783.919885,-2.0,0.0,0.134928216,0.403383588
1718737783.921082,-2.0,0.0,0.135327399,0.399292399
1718737783.922282,-2.0,0.0,0.135722707,0.395421949
1718737783.922904,-2.0,0.0,0.136114352,0.391762247
1718737783.924099,-2.0,0.0,0.136502528,0.38829556
1718737783.925313,-2.0,0.0,0.136887408,0.384998007
1718737783.925911,-2.0,0.0,0.137269135,0.381841271
1718737783.9263,-2.0,0.0,0.137269135,0.381841271
1718737783.927079,-2.0,0.0,0.137647821,0.378794322
1718737783.928251,-2.0,0.0,0.138023609,0.37588342
1718737783.928868,-2.0,0.0,0.138396557,0.373028826
1718737783.930044,-2.0,0.0,0.138766684,0.370192091
1718737783.931241,-2.0,0.0,0.13913398,0.367345542
1718737783.931863,-2.0,0.0,0.139498411,0.364464103
1718737783.933058,-2.0,0.0,0.139859921,0.361526565
1718737783.934217,-2.0,0.0,0.140218435,0.358515746
1718737783.934915,-2.0,0.0,0.140573867,0.355418675
1718737783.936059,-2.0,0.0,0.140926121,0.352226587
1718737783.937218,-2.0,0.0,0.14127942,0.353164764
1718737783.937968,-2.0,0.0,0.141621382,0.341787581
1718737783.939166,-2.0,0.0,0.141965724,0.344327002
1718737783.940502,-2.0,0.0,0.142306519,0.340912595
1718737783.941111,-2.0,0.0,0.14264384,0.337469579
1718737783.942262,-2.0,0.0,0.142978417,0.334679277
1718737783.942846,-2.0,0.0,0.143310824,0.33241544
1718737783.943973,-2.0,0.0,0.143626241,0.312509849
1718737783.94511,-2.0,0.0,0.143830641,0.208323216
1718737783.94623,-2.0,0.0,0.144126946,0.296446272
1718737783.946825,-2.0,0.0,0.144433681,0.306190429
1718737783.94796,-2.0,0.0,0.144739316,0.304900782
1718737783.949128,-2.0,0.0,0.145042167,0.302085896
1718737783.950289,-2.0,0.0,0.14534208,0.299196105
1718737783.950935,-2.0,0.0,0.145639143,0.296436578
1718737783.952123,-2.0,0.0,0.145933432,0.293767484
1718737783.953225,-2.0,0.0,0.146224943,0.291097809
1718737783.953809,-2.0,0.0,0.146513593,0.288334424
1718737783.95494,-2.0,0.0,0.146799224,0.285395786
1718737783.956088,-2.0,0.0,0.14708161,0.282215794
1718737783.957239,-2.0,0.0,0.147360478,0.278744846
1718737783.958467,-2.0,0.0,0.14763552,0.274949992
1718737783.959014,-2.0,0.0,0.147906406,0.270814549
1718737783.960151,-2.0,0.0,0.148172804,0.266337211
1718737783.961395,-2.0,0.0,0.148434389,0.261530645
1718737783.961993,-2.0,0.0,0.148690859,0.256419628
1718737783.963121,-2.0,0.0,0.148941944,0.25103882
1718737783.964293,-2.0,0.0,0.149187416,0.245430322
1718737783.964873,-2.0,0.0,0.14942709,0.239641138
1718737783.966001,-2.0,0.0,0.149660833,0.233720707
1718737783.967188,-2.0,0.0,0.149896771,0.235738026
1718737783.968334,-2.0,0.0,0.150120084,0.223394215
1718737783.96887,-2.0,0.0,0.150332021,0.212381776
1718737783.970017,-2.0,0.0,0.150537023,0.205659713
1718737783.971144,-2.0,0.0,0.150735501,0.199226124
1718737783.971754,-2.0,0.0,0.150927399,0.192650418
1718737783.972841,-2.0,0.0,0.151112623,0.18593206
1718737783.974006,-2.0,0.0,0.151291107,0.179125262
1718737783.975111,-2.0,0.0,0.15146283,0.172291689
1718737783.976221,-2.0,0.0,0.15162782,0.165494035
1718737783.97679,-2.0,0.0,0.151786161,0.158793781
1718737783.977927,-2.0,0.0,0.151937993,0.15224888
1718737783.979053,-2.0,0.0,0.152083508,0.145911302
1718737783.98019,-2.0,0.0,0.152222943,0.139824799
1718737783.980772,-2.0,0.0,0.152356574,0.134023205
1718737783.98193,-2.0,0.0,0.152484701,0.128529411
1718737783.983068,-2.0,0.0,0.152607641,0.123355068
1718737783.984236,-2.0,0.0,0.152725711,0.118500968
1718737783.984824,-2.0,0.0,0.152832381,0.107246365
1718737783.985981,-2.0,0.0,0.152952454,0.120389914
1718737783.987144,-2.0,0.0,0.153080462,0.128023458
1718737783.988287,-2.0,0.0,0.153208643,0.128029053
1718737783.988946,-2.0,0.0,0.153334766,0.125911282
1718737783.9901,-2.0,0.0,0.153457734,0.122769652
1718737783.991385,-2.0,0.0,0.153582185,0.124249805
1718737783.991905,-2.0,0.0,0.15369193,0.109609026
1718737783.993029,-2.0,0.0,0.153803849,0.112006641
1718737783.994277,-2.0,0.0,0.153911481,0.107908371
1718737783.994837,-2.0,0.0,0.15401475,0.103628823
1718737783.996046,-2.0,0.0,0.154114435,0.100043742
1718737783.997174,-2.0,0.0,0.154211232,0.097095975
1718737783.998268,-2.0,0.0,0.154305645,0.094620167
1718737783.998825,-2.0,0.0,0.154398006,0.092465493
1718737783.999974,-2.0,0.0,0.154488514,0.090508025
1718737784.001116,-2.0,0.0,0.154577257,0.088647471
1718737784.002268,-2.0,0.0,0.154664237,0.08680267
1718737784.002917,-2.0,0.0,0.154749388,0.084907982
1718737784.00405,-2.0,0.0,0.154832594,0.082910606
1718737784.005199,-2.0,0.0,0.154913695,0.080768595
1718737784.006379,-2.0,0.0,0.154992503,0.078449343
1718737784.007016,-2.0,0.0,0.155068807,0.075928415
1718737784.008227,-2.0,0.0,0.155142381,0.07318862
1718737784.008905,-2.0,0.0,0.155212992,0.070219262
1718737784.010057,-2.0,0.0,0.155280402,0.067015497
1718737784.011233,-2.0,0.0,0.155323301,0.039359705
1718737784.011867,-2.0,0.0,0.155240317,-0.079298869
1718737784.013059,-2.0,0.0,0.155263061,0.022833187
1718737784.014272,-2.0,0.0,0.155297002,0.033438992
1718737784.014893,-2.0,0.0,0.155327885,0.030255972
1718737784.016082,-2.0,0.0,0.155353599,0.025099976
1718737784.017268,-2.0,0.0,0.155374058,0.01992076
1718737784.017897,-2.0,0.0,0.155389562,0.015066781
1718737784.019155,-2.0,0.0,0.15540045,0.010556784
1718737784.02035,-2.0,0.0,0.155407009,0.006327505
1718737784.020973,-2.0,0.0,0.155409452,0.002297678
1718737784.022185,-2.0,0.0,0.155407916,-0.001613134
1718737784.023419,-2.0,0.0,0.155402464,-0.005478444
1718737784.024036,-2.0,0.0,0.155393094,-0.009362344
1718737784.025213,-2.0,0.0,0.155379747,-0.013318106
1718737784.025939,-2.0,0.0,0.155362318,-0.017387307
1718737784.026335,2.0,0.0,0.155362318,-0.017387307
1718737784.027114,2.0,0.0,0.155340673,-0.021599461
1718737784.028312,2.0,0.0,0.155322947,-0.017676211
1718737784.028986,2.0,0.0,0.155308587,-0.014314975
1718737784.030113,2.0,0.0,0.15529755,-0.010992587
1718737784.03133,2.0,0.0,0.155289666,-0.007838321
1718737784.031936,2.0,0.0,0.155284789,-0.004829492
1718737784.033109,2.0,0.0,0.155282794,-0.001942015
1718737784.034312,2.0,0.0,0.155283584,0.000851677
1718737784.034916,2.0,0.0,0.155287095,0.003581394
1718737784.036069,2.0,0.0,0.155293291,0.006277578
1718737784.037198,2.0,0.0,0.155302166,0.008969862
1718737784.037798,2.0,0.0,0.155318047,0.015885199
1718737784.038925,2.0,0.0,0.155327849,0.009789517
1718737784.040075,2.0,0.0,0.1553561,0.028259311
1718737784.041208,2.0,0.0,0.155381359,0.02564715
1718737784.041798,2.0,0.0,0.155404741,0.024108057
1718737784.042935,2.0,0.0,0.155431373,0.027484786
1718737784.044065,2.0,0.0,0.155462313,0.031771205
1718737784.045194,2.0,0.0,0.155497909,0.036316674
1718737784.045786,2.0,0.0,0.155538252,0.040910775
1718737784.04694,2.0,0.0,0.155583279,0.045436984
1718737784.048095,2.0,0.0,0.155632839,0.049823094
1718737784.049242,2.0,0.0,0.155686726,0.054029173
1718737784.049822,2.0,0.0,0.155744716,0.058040282
1718737784.050958,2.0,0.0,0.155806587,0.061860131
1718737784.052078,2.0,0.0,0.155872139,0.065505371
1718737784.053209,2.0,0.0,0.155941199,0.069000651
1718737784.053809,2.0,0.0,0.156013629,0.072374529
1718737784.054933,2.0,0.0,0.156089326,0.075656303
1718737784.056118,2.0,0.0,0.15616822,0.078873727
1718737784.057224,2.0,0.0,0.156250268,0.082051517
1718737784.057943,2.0,0.0,0.156335452,0.085210537
1718737784.059109,2.0,0.0,0.156423774,0.088367512
1718737784.06023,2.0,0.0,0.156515246,0.091535131
1718737784.060835,2.0,0.0,0.156609895,0.094722414
1718737784.061978,2.0,0.0,0.156707748,0.09793522
1718737784.063106,2.0,0.0,0.156802568,0.095048337
1718737784.064245,2.0,0.0,0.156917557,0.114966479
1718737784.064851,2.0,0.0,0.157047989,0.130105125
1718737784.065995,2.0,0.0,0.157185847,0.137348572
1718737784.067121,2.0,0.0,0.157328708,0.142275772
1718737784.068261,2.0,0.0,0.157458593,0.126883396
1718737784.06887,2.0,0.0,0.157469847,0.014443861
1718737784.070019,2.0,0.0,0.157590274,0.120389075
1718737784.071143,2.0,0.0,0.15772776,0.136991496
1718737784.072281,2.0,0.0,0.15786844,0.140153313
1718737784.072891,2.0,0.0,0.158010385,0.141503731
1718737784.074047,2.0,0.0,0.1581537,0.142998284
1718737784.07516,2.0,0.0,0.158298896,0.145010789
1718737784.076365,2.0,0.0,0.158446542,0.147581935
1718737784.077039,2.0,0.0,0.158597169,0.150661115
1718737784.078182,2.0,0.0,0.158751228,0.154170002
1718737784.07929,2.0,0.0,0.15890909,0.158022632
1718737784.079875,2.0,0.0,0.159071032,0.162133102
1718737784.08104,2.0,0.0,0.159237248,0.166419622
1718737784.082181,2.0,0.0,0.159407851,0.170807314
1718737784.083311,2.0,0.0,0.159582885,0.175230307
1718737784.083917,2.0,0.0,0.159765913,0.183059483
1718737784.085133,2.0,0.0,0.159945473,0.179526412
1718737784.086363,2.0,0.0,0.160137352,0.191998695
1718737784.086954,2.0,0.0,0.160333877,0.196784796
1718737784.088138,2.0,0.0,0.160534648,0.201079267
1718737784.089316,2.0,0.0,0.160740302,0.205936854
1718737784.090032,2.0,0.0,0.160951385,0.211295589
1718737784.091175,2.0,0.0,0.161168222,0.21695581
1718737784.092363,2.0,0.0,0.161390938,0.222738375
1718737784.093062,2.0,0.0,0.161619509,0.228503509
1718737784.094211,2.0,0.0,0.1618538,0.234147391
1718737784.095403,2.0,0.0,0.162093598,0.239595917
1718737784.096017,2.0,0.0,0.162338641,0.244799117
1718737784.097184,2.0,0.0,0.162588637,0.249726578
1718737784.098368,2.0,0.0,0.162843282,0.254363701
1718737784.098969,2.0,0.0,0.163102272,0.258708588
1718737784.10015,2.0,0.0,0.163365316,0.262769392
1718737784.101315,2.0,0.0,0.163632139,0.266562064
1718737784.101942,2.0,0.0,0.163902493,0.270108401
1718737784.103125,2.0,0.0,0.164176156,0.273434364
1718737784.104318,2.0,0.0,0.164452936,0.27656862
1718737784.104929,2.0,0.0,0.164732672,0.279541272
1718737784.106118,2.0,0.0,0.165015235,0.282382751
1718737784.107288,2.0,0.0,0.165300523,0.285122858
1718737784.107895,2.0,0.0,0.165588465,0.287789939
1718737784.10906,2.0,0.0,0.165879016,0.290410194
1718737784.110243,2.0,0.0,0.166172151,0.293007113
1718737784.111419,2.0,0.0,0.166467868,0.295601054
1718737784.112012,2.0,0.0,0.166766181,0.298208946
1718737784.113207,2.0,0.0,0.167067117,0.300844133
1718737784.114402,2.0,0.0,0.167370712,0.303516355
1718737784.115108,2.0,0.0,0.167677009,0.306231846
1718737784.116276,2.0,0.0,0.167978073,0.300003398
1718737784.117402,2.0,0.0,0.168147774,0.173102603
1718737784.11856,2.0,0.0,0.168433618,0.28615315
1718737784.11917,2.0,0.0,0.168738245,0.304475271
1718737784.120316,2.0,0.0,0.169047103,0.308639435
1718737784.120944,2.0,0.0,0.169358209,0.310931333
1718737784.122072,2.0,0.0,0.169671644,0.313351281
1718737784.123274,2.0,0.0,0.169987834,0.31621484
1718737784.123883,2.0,0.0,0.170307213,0.319509718
1718737784.125032,2.0,0.0,0.170633428,0.326304402
1718737784.126214,2.0,0.0,0.170955556,0.322251588
1718737784.126298,-2.0,0.0,0.170955556,0.322251588
1718737784.127469,-2.0,0.0,0.171289797,0.334575612
1718737784.128085,-2.0,0.0,0.171620259,0.330978711
1718737784.129269,-2.0,0.0,0.171947109,0.327452993
1718737784.130433,-2.0,0.0,0.172270778,0.324275915
1718737784.131075,-2.0,0.0,0.172591787,0.321566781
1718737784.132261,-2.0,0.0,0.172910402,0.319097989
1718737784.133419,-2.0,0.0,0.173226676,0.316674665
1718737784.134035,-2.0,0.0,0.173540502,0.314149162
1718737784.135167,-2.0,0.0,0.173851664,0.311417472
1718737784.136316,-2.0,0.0,0.174159871,0.30841256
1718737784.137429,-2.0,0.0,0.174464798,0.305097843
1718737784.138027,-2.0,0.0,0.174766109,0.30146136
1718737784.139197,-2.0,0.0,0.175063476,0.297510628
1718737784.140317,-2.0,0.0,0.175356597,0.293268092
1718737784.140961,-2.0,0.0,0.175638368,0.282048852
1718737784.142107,-2.0,0.0,0.17593089,0.292588154
1718737784.143324,-2.0,0.0,0.176231519,0.30044098
1718737784.143948,-2.0,0.0,0.176531234,0.299389261
1718737784.145131,-2.0,0.0,0.176835372,0.303599615
1718737784.146279,-2.0,0.0,0.177129909,0.29421315
1718737784.147418,-2.0,0.0,0.177411585,0.281687894
1718737784.14801,-2.0,0.0,0.177685676,0.274343167
1718737784.149158,-2.0,0.0,0.177952628,0.267350591
1718737784.150302,-2.0,0.0,0.178212399,0.260239157
1718737784.151472,-2.0,0.0,0.178464953,0.253037693
1718737784.152063,-2.0,0.0,0.178710331,0.245840893
1718737784.153199,-2.0,0.0,0.178948654,0.238744899
1718737784.154345,-2.0,0.0,0.17918012,0.231838276
1718737784.154917,-2.0,0.0,0.179404998,0.225199586
1718737784.156062,-2.0,0.0,0.179623618,0.218895578
1718737784.157207,-2.0,0.0,0.17981143,0.185233003
1718737784.158386,-2.0,0.0,0.17985752,0.049344867
1718737784.159523,-2.0,0.0,0.18002728,0.17031592
1718737784.160095,-2.0,0.0,0.180211111,0.183939969
1718737784.161235,-2.0,0.0,0.180392545,0.181440523
1718737784.162382,-2.0,0.0,0.180569345,0.176809284
1718737784.163026,-2.0,0.0,0.180741817,0.172525624
1718737784.164124,-2.0,0.0,0.180915027,0.17321809
1718737784.165257,-2.0,0.0,0.181074955,0.159964672
1718737784.166396,-2.0,0.0,0.181242223,0.167494482
1718737784.166985,-2.0,0.0,0.181408504,0.166667793
1718737784.168126,-2.0,0.0,0.181573664,0.165615208
1718737784.169323,-2.0,0.0,0.181738604,0.165387939
1718737784.170484,-2.0,0.0,0.181904035,0.16582092
1718737784.171078,-2.0,0.0,0.182070328,0.166597111
1718737784.172222,-2.0,0.0,0.182237554,0.167434161
1718737784.173362,-2.0,0.0,0.182405551,0.168109183
1718737784.173955,-2.0,0.0,0.182573983,0.168456597
1718737784.175113,-2.0,0.0,0.182742395,0.168361503
1718737784.176299,-2.0,0.0,0.18291026,0.16775269
1718737784.177445,-2.0,0.0,0.183077017,0.166595953
1718737784.178039,-2.0,0.0,0.183242102,0.164887763
1718737784.179207,-2.0,0.0,0.183404974,0.162649275
1718737784.18036,-2.0,0.0,0.183533371,0.12534899
1718737784.180978,-2.0,0.0,0.183518084,-0.012576455
1718737784.182107,-2.0,0.0,0.183637862,0.119892164
1718737784.183266,-2.0,0.0,0.183773878,0.135698621
1718737784.184397,-2.0,0.0,0.183907727,0.133431963
1718737784.185047,-2.0,0.0,0.184036292,0.128147916
1718737784.186172,-2.0,0.0,0.184159344,0.122678445
1718737784.187397,-2.0,0.0,0.18427726,0.11760297
1718737784.188463,-2.0,0.0,0.184390531,0.113021294
1718737784.189037,-2.0,0.0,0.184499627,0.108904642
1718737784.19015,-2.0,0.0,0.18460496,0.105187671
1718737784.191288,-2.0,0.0,0.184706867,0.101795725
1718737784.191899,-2.0,0.0,0.184805612,0.09865351
1718737784.192989,-2.0,0.0,0.184901385,0.095688543
1718737784.194129,-2.0,0.0,0.184994304,0.092833231
1718737784.195294,-2.0,0.0,0.185084426,0.090026498
1718737784.196445,-2.0,0.0,0.185171751,0.087215049
1718737784.196985,-2.0,0.0,0.185256232,0.084354225
1718737784.198131,-2.0,0.0,0.185337785,0.081408392
1718737784.199285,-2.0,0.0,0.185416297,0.078350892
1718737784.200408,-2.0,0.0,0.185499746,0.083136354
1718737784.201548,-2.0,0.0,0.185575808,0.075907424
1718737784.202146,-2.0,0.0,0.185640994,0.065260107
1718737784.203389,-2.0,0.0,0.185701054,0.06026454
1718737784.20442,-2.0,0.0,0.185756567,0.055765986
1718737784.20506,-2.0,0.0,0.185807439,0.051119417
1718737784.206183,-2.0,0.0,0.185853451,0.046222011
