__time,/effort_controller/commands/data[1],/joint_states/front_left_motor_joint/position
1718737785.109662,2.0,-0.738878449
1718737785.110826,2.0,-0.740078432
1718737785.111981,2.0,-0.741268696
1718737785.113128,2.0,-0.742450829
1718737785.113704,2.0,-0.743625513
1718737785.114881,2.0,-0.744792781
1718737785.116037,2.0,-0.745952453
1718737785.116622,2.0,-0.747104348
1718737785.117756,2.0,-0.748248331
1718737785.118913,2.0,-0.749395066
1718737785.120057,2.0,-0.750486977
1718737785.120679,2.0,-0.751549365
1718737785.121822,2.0,-0.752599733
1718737785.122979,2.0,-0.753642972
1718737785.124121,2.0,-0.754679739
1718737785.124733,2.0,-0.755710287
1718737785.125882,2.0,-0.756740587
1718737785.126275,-2.0,-0.756740587
1718737785.127067,-2.0,-0.757737442
1718737785.127664,-2.0,-0.758716297
1718737785.128826,-2.0,-0.759725606
1718737785.129979,-2.0,-0.760779071
1718737785.130693,-2.0,-0.761867989
1718737785.131942,-2.0,-0.762971646
1718737785.133075,-2.0,-0.764073615
1718737785.133707,-2.0,-0.765165034
1718737785.134891,-2.0,-0.766257312
1718737785.136076,-2.0,-0.767365028
1718737785.136742,-2.0,-0.768481463
1718737785.137931,-2.0,-0.769602126
1718737785.139151,-2.0,-0.770734035
1718737785.139767,-2.0,-0.771870346
1718737785.140948,-2.0,-0.773009898
1718737785.142176,-2.0,-0.774154583
1718737785.142801,-2.0,-0.775313786
1718737785.14401,-2.0,-0.776479198
1718737785.144682,-2.0,-0.777648479
1718737785.145913,-2.0,-0.778823228
1718737785.147072,-2.0,-0.7800047
1718737785.14768,-2.0,-0.781193391
1718737785.148852,-2.0,-0.782398626
1718737785.149984,-2.0,-0.783624368
1718737785.151137,-2.0,-0.784805633
1718737785.151779,-2.0,-0.785966902
1718737785.152913,-2.0,-0.787149659
1718737785.154064,-2.0,-0.788295296
1718737785.154653,-2.0,-0.789023809
1718737785.155802,-2.0,-0.789100562
1718737785.156947,-2.0,-0.788517791
1718737785.158155,-2.0,-0.787497979
1718737785.158733,-2.0,-0.786361273
1718737785.159902,-2.0,-0.785455611
1718737785.161047,-2.0,-0.784735305
1718737785.161653,-2.0,-0.784103264
1718737785.162807,-2.0,-0.783534453
1718737785.163953,-2.0,-0.783000488
1718737785.165099,-2.0,-0.782440031
1718737785.16569,-2.0,-0.781892716
1718737785.166848,-2.0,-0.781363597
1718737785.167989,-2.0,-0.780861135
1718737785.169306,-2.0,-0.780372818
1718737785.169907,-2.0,-0.77989505
1718737785.171003,-2.0,-0.779429941
1718737785.171708,-2.0,-0.778978848
1718737785.17294,-2.0,-0.77854205
1718737785.174106,-2.0,-0.778119396
1718737785.174735,-2.0,-0.777710748
1718737785.175925,-2.0,-0.777316097
1718737785.177106,-2.0,-0.776935512
1718737785.177735,-2.0,-0.776569084
1718737785.17892,-2.0,-0.776218223
1718737785.180169,-2.0,-0.775829779
1718737785.180797,-2.0,-0.77541136
1718737785.182006,-2.0,-0.775003233
1718737785.182689,-2.0,-0.7746162
1718737785.183884,-2.0,-0.774243744
1718737785.185078,-2.0,-0.773879778
1718737785.185708,-2.0,-0.773540409
1718737785.18689,-2.0,-0.773207115
1718737785.188085,-2.0,-0.773099815
1718737785.1887,-2.0,-0.772997685
1718737785.1899,-2.0,-0.77290794
1718737785.19108,-2.0,-0.772833822
1718737785.191691,-2.0,-0.772775992
1718737785.192892,-2.0,-0.772734098
1718737785.194086,-2.0,-0.772707478
1718737785.19474,-2.0,-0.772701339
1718737785.195919,-2.0,-0.772685894
1718737785.197104,-2.0,-0.772669488
1718737785.197719,-2.0,-0.772658109
1718737785.198907,-2.0,-0.772650954
1718737785.200075,-2.0,-0.77265048
1718737785.200701,-2.0,-0.772651322
1718737785.20192,-2.0,-0.772659887
1718737785.203222,-2.0,-0.772679039
1718737785.20381,-2.0,-0.772707021
1718737785.205019,-2.0,-0.772740648
1718737785.206228,-2.0,-0.772777302
1718737785.206838,-2.0,-0.772815267
1718737785.208031,-2.0,-0.772853435
1718737785.208958,-2.0,-0.772891017
1718737785.210136,-2.0,-0.772927416
1718737785.210751,-2.0,-0.772962203
1718737785.211915,-2.0,-0.773000485
1718737785.213083,-2.0,-0.773015793
1718737785.213736,-2.0,-0.773017268
1718737785.214895,-2.0,-0.77301171
1718737785.216056,-2.0,-0.773003312
1718737785.216673,-2.0,-0.772994615
1718737785.217955,-2.0,-0.772987224
1718737785.219067,-2.0,-0.772982164
1718737785.21966,-2.0,-0.772980056
1718737785.220874,-2.0,-0.772981209
1718737785.221998,-2.0,-0.772985575
1718737785.223159,-2.0,-0.772992946
1718737785.223728,-2.0,-0.77300302
1718737785.224876,-2.0,-0.773015446
1718737785.226035,-2.0,-0.773029869
1718737785.226255,-2.0,-0.773029869
1718737785.227204,-2.0,-0.773045971
1718737785.227776,-2.0,-0.773063817
1718737785.228932,-2.0,-0.773088508
1718737785.230108,-2.0,-0.773090748
1718737785.230721,-2.0,-0.773080233
1718737785.231924,-2.0,-0.773064334
1718737785.233059,-2.0,-0.773047647
1718737785.234222,-2.0,-0.773032861
1718737785.234783,-2.0,-0.773021553
1718737785.235945,-2.0,-0.773014622
1718737785.237187,-2.0,-0.773012482
1718737785.237814,-2.0,-0.773015175
1718737785.239009,-2.0,-0.773022472
1718737785.240199,-2.0,-0.773033956
1718737785.24143,-2.0,-0.773075667
1718737785.242075,-2.0,-0.773142049
1718737785.243231,-2.0,-0.773294495
1718737785.243829,-2.0,-0.773341633
1718737785.244999,-2.0,-0.77341972
1718737785.246167,-2.0,-0.773495128
1718737785.246777,-2.0,-0.773519591
1718737785.247938,-2.0,-0.773507664
1718737785.249104,-2.0,-0.773499352
1718737785.249723,-2.0,-0.773449321
1718737785.250924,-2.0,-0.773428822
1718737785.252122,-2.0,-0.773422098
1718737785.252727,-2.0,-0.773424082
1718737785.253926,-2.0,-0.773432733
1718737785.255106,-2.0,-0.773447983
1718737785.255811,-2.0,-0.773470878
1718737785.257016,-2.0,-0.773502588
1718737785.258147,-2.0,-0.773543925
1718737785.258777,-2.0,-0.773595255
1718737785.259919,-2.0,-0.773674572
1718737785.261067,-2.0,-0.773702907
1718737785.262205,-2.0,-0.773707223
1718737785.262809,-2.0,-0.773712142
1718737785.263959,-2.0,-0.773725737
1718737785.265094,-2.0,-0.773749014
1718737785.26575,-2.0,-0.773781655
1718737785.266978,-2.0,-0.773823722
1718737785.268102,-2.0,-0.773875645
1718737785.269207,-2.0,-0.77393785
1718737785.269743,-2.0,-0.774010502
1718737785.270945,-2.0,-0.77409349
1718737785.272106,-2.0,-0.77418642
1718737785.273215,-2.0,-0.774289174
1718737785.273827,-2.0,-0.774401428
1718737785.274983,-2.0,-0.7745228
1718737785.276134,-2.0,-0.774670164
1718737785.276727,-2.0,-0.774764953
1718737785.27794,-2.0,-0.7748334
1718737785.279107,-2.0,-0.774899303
1718737785.279949,-2.0,-0.774970823
1718737785.281099,-2.0,-0.775049453
1718737785.282252,-2.0,-0.775135404
1718737785.282896,-2.0,-0.775229162
1718737785.283999,-2.0,-0.775331448
1718737785.285197,-2.0,-0.775442901
1718737785.285749,-2.0,-0.775563912
1718737785.286895,-2.0,-0.775694611
1718737785.288042,-2.0,-0.775834916
1718737785.289188,-2.0,-0.775984598
1718737785.289836,-2.0,-0.776143334
1718737785.290961,-2.0,-0.776310747
1718737785.292113,-2.0,-0.776486435
1718737785.292718,-2.0,-0.77668522
1718737785.293922,-2.0,-0.776835712
1718737785.29503,-2.0,-0.776962726
1718737785.296165,-2.0,-0.777087782
1718737785.296783,-2.0,-0.777218036
1718737785.29792,-2.0,-0.777354792
1718737785.299062,-2.0,-0.77752659
1718737785.300212,-2.0,-0.777693493
1718737785.300826,-2.0,-0.777845814
1718737785.301988,-2.0,-0.777996258
1718737785.30313,-2.0,-0.778153068
1718737785.304321,-2.0,-0.778315018
1718737785.304888,-2.0,-0.778494279
1718737785.306036,-2.0,-0.778668936
1718737785.307186,-2.0,-0.778854785
1718737785.307775,-2.0,-0.779055461
1718737785.308913,-2.0,-0.779264754
1718737785.310075,-2.0,-0.779477609
1718737785.311215,-2.0,-0.779706704
1718737785.311784,-2.0,-0.779889578
1718737785.312942,-2.0,-0.780049566
1718737785.314079,-2.0,-0.780206617
1718737785.315211,-2.0,-0.780367327
1718737785.315801,-2.0,-0.780532774
1718737785.316945,-2.0,-0.780703397
1718737785.318068,-2.0,-0.780880154
1718737785.319245,-2.0,-0.78106432
1718737785.319838,-2.0,-0.78125713
1718737785.321016,-2.0,-0.781459594
1718737785.322168,-2.0,-0.781672464
1718737785.322807,-2.0,-0.781896264
1718737785.32396,-2.0,-0.782131325
1718737785.325095,-2.0,-0.782377823
1718737785.325688,-2.0,-0.78265261
1718737785.326274,2.0,-0.78265261
1718737785.326839,2.0,-0.782882427
1718737785.327971,2.0,-0.783094286
1718737785.329118,2.0,-0.783299477
1718737785.330299,2.0,-0.783491055
1718737785.330887,2.0,-0.783687198
1718737785.332036,2.0,-0.783872349
1718737785.333184,2.0,-0.784064659
1718737785.333788,2.0,-0.784267573
1718737785.334923,2.0,-0.784474336
1718737785.336068,2.0,-0.784679926
1718737785.33721,2.0,-0.784883466
1718737785.337862,2.0,-0.785085838
1718737785.338933,2.0,-0.785287697
1718737785.34007,2.0,-0.785489059
1718737785.341211,2.0,-0.785691254
1718737785.341802,2.0,-0.785901518
1718737785.342937,2.0,-0.785996834
1718737785.344101,2.0,-0.785954336
1718737785.345269,2.0,-0.785806842
1718737785.345962,2.0,-0.785618526
1718737785.347081,2.0,-0.78545723
1718737785.348226,2.0,-0.785312205
1718737785.348823,2.0,-0.785187913
1718737785.349964,2.0,-0.785062624
1718737785.351106,2.0,-0.784949312
1718737785.35226,2.0,-0.784827429
1718737785.352848,2.0,-0.784392298
1718737785.353995,2.0,-0.784202111
1718737785.355099,2.0,-0.78417896
1718737785.356228,2.0,-0.78419298
1718737785.356806,2.0,-0.784188652
1718737785.357973,2.0,-0.784175178
1718737785.359094,2.0,-0.784101984
1718737785.360313,2.0,-0.78399924
1718737785.360836,2.0,-0.783889385
1718737785.361987,2.0,-0.783762156
1718737785.363132,2.0,-0.783637637
1718737785.364278,2.0,-0.783505163
1718737785.364866,2.0,-0.783381614
1718737785.366013,2.0,-0.783268903
1718737785.367159,2.0,-0.783160085
1718737785.367747,2.0,-0.783050795
1718737785.368913,2.0,-0.782940991
1718737785.370076,2.0,-0.782832185
1718737785.371223,2.0,-0.782725552
1718737785.372063,2.0,-0.782621572
1718737785.373207,2.0,-0.782520399
1718737785.373853,2.0,-0.782402996
1718737785.375029,2.0,-0.782303982
1718737785.376102,2.0,-0.782147603
1718737785.37722,2.0,-0.781974096
1718737785.377939,2.0,-0.781804604
1718737785.379189,2.0,-0.781637873
1718737785.380366,2.0,-0.78147022
1718737785.380919,2.0,-0.78129785
1718737785.382065,2.0,-0.780794699
1718737785.383208,2.0,-0.780530641
1718737785.383852,2.0,-0.780433304
1718737785.385003,2.0,-0.780375275
1718737785.386142,2.0,-0.780302566
1718737785.387295,2.0,-0.780211244
1718737785.388075,2.0,-0.780092953
1718737785.389246,2.0,-0.779976099
1718737785.390472,2.0,-0.779853613
1718737785.390977,2.0,-0.779757099
1718737785.392125,2.0,-0.779619997
1718737785.393274,2.0,-0.779456772
1718737785.393911,2.0,-0.779281974
1718737785.395053,2.0,-0.779101816
1718737785.396187,2.0,-0.778919055
1718737785.397385,2.0,-0.778735422
1718737785.398482,2.0,-0.778551913
1718737785.399083,2.0,-0.778369377
1718737785.400309,2.0,-0.778188779
1718737785.400942,2.0,-0.778011037
1718737785.402136,2.0,-0.777820515
1718737785.403199,2.0,-0.777635724
1718737785.404358,2.0,-0.777444812
1718737785.404966,2.0,-0.777265358
1718737785.406154,2.0,-0.777097963
1718737785.407327,2.0,-0.776934014
1718737785.407911,2.0,-0.776781576
1718737785.409038,2.0,-0.776576273
1718737785.410257,2.0,-0.776342405
1718737785.411432,2.0,-0.776100028
1718737785.411942,2.0,-0.775855848
1718737785.413101,2.0,-0.775611211
1718737785.414239,2.0,-0.775366494
1718737785.415253,2.0,-0.775120219
1718737785.415815,2.0,-0.774554366
1718737785.41694,2.0,-0.774219063
1718737785.418048,2.0,-0.774044661
1718737785.419159,2.0,-0.773895655
1718737785.419723,2.0,-0.77373399
1718737785.420828,2.0,-0.773542409
1718737785.421995,2.0,-0.773347524
1718737785.423082,2.0,-0.773157743
1718737785.424195,2.0,-0.772967873
1718737785.424755,2.0,-0.772772932
1718737785.425869,2.0,-0.772571549
1718737785.426155,-2.0,-0.772571549
1718737785.426984,-2.0,-0.772364081
1718737785.428097,-2.0,-0.772148645
1718737785.429218,-2.0,-0.771948079
1718737785.42981,-2.0,-0.771708495
1718737785.430938,-2.0,-0.771451695
1718737785.432069,-2.0,-0.771193817
1718737785.433188,-2.0,-0.770940026
1718737785.433786,-2.0,-0.770691734
1718737785.434916,-2.0,-0.770449764
1718737785.436028,-2.0,-0.770215073
1718737785.437181,-2.0,-0.76998001
1718737785.437742,-2.0,-0.769757598
1718737785.438927,-2.0,-0.769533601
1718737785.440043,-2.0,-0.769324874
1718737785.441282,-2.0,-0.769132104
1718737785.442313,-2.0,-0.768947432
1718737785.442893,-2.0,-0.768748732
1718737785.444026,-2.0,-0.768227197
1718737785.445163,-2.0,-0.767951142
1718737785.445744,-2.0,-0.767844992
1718737785.446915,-2.0,-0.767778387
1718737785.448032,-2.0,-0.767695379
1718737785.449177,-2.0,-0.767591411
1718737785.450331,-2.0,-0.767477392
1718737785.450918,-2.0,-0.767362049
1718737785.452063,-2.0,-0.767248864
1718737785.453233,-2.0,-0.767138274
1718737785.454481,-2.0,-0.767074657
1718737785.455096,-2.0,-0.766951979
1718737785.456315,-2.0,-0.76678282
1718737785.457041,-2.0,-0.766599416
1718737785.458197,-2.0,-0.766416748
1718737785.45937,-2.0,-0.766239005
1718737785.460045,-2.0,-0.766066804
1718737785.461215,-2.0,-0.765894548
1718737785.462388,-2.0,-0.765733515
1718737785.462989,-2.0,-0.765568527
1718737785.464154,-2.0,-0.765418827
1718737785.465345,-2.0,-0.765285885
1718737785.465963,-2.0,-0.76513292
1718737785.467191,-2.0,-0.764673454
1718737785.468413,-2.0,-0.764459176
1718737785.468986,-2.0,-0.764413824
1718737785.470224,-2.0,-0.764408388
1718737785.471437,-2.0,-0.764387197
1718737785.472081,-2.0,-0.764345272
1718737785.473313,-2.0,-0.764292923
1718737785.474487,-2.0,-0.76425204
1718737785.475084,-2.0,-0.764162602
1718737785.476263,-2.0,-0.764049408
1718737785.477452,-2.0,-0.76393131
1718737785.478072,-2.0,-0.763814499
1718737785.47928,-2.0,-0.76370055
1718737785.480447,-2.0,-0.76359024
1718737785.481055,-2.0,-0.763484597
1718737785.482259,-2.0,-0.763384847
1718737785.483445,-2.0,-0.763255346
1718737785.484076,-2.0,-0.762807238
1718737785.48525,-2.0,-0.762626368
1718737785.48646,-2.0,-0.762629656
1718737785.487106,-2.0,-0.76267938
1718737785.488277,-2.0,-0.762707937
1718737785.489443,-2.0,-0.762722742
1718737785.490061,-2.0,-0.762721131
1718737785.491249,-2.0,-0.762745807
1718737785.492444,-2.0,-0.76273112
1718737785.493057,-2.0,-0.762693885
1718737785.494219,-2.0,-0.762649238
1718737785.495386,-2.0,-0.762603689
1718737785.495999,-2.0,-0.762559808
1718737785.497213,-2.0,-0.76251863
1718737785.498368,-2.0,-0.762480833
1718737785.498999,-2.0,-0.762447188
1718737785.500162,-2.0,-0.762418572
1718737785.501344,-2.0,-0.762395841
1718737785.501971,-2.0,-0.762340385
1718737785.503139,-2.0,-0.761954647
1718737785.504347,-2.0,-0.761844398
1718737785.50497,-2.0,-0.761923858
1718737785.506177,-2.0,-0.762050763
1718737785.507368,-2.0,-0.762164687
1718737785.507998,-2.0,-0.762261164
1718737785.509167,-2.0,-0.762367022
1718737785.510354,-2.0,-0.762422327
1718737785.510953,-2.0,-0.76245621
1718737785.512118,-2.0,-0.762489804
1718737785.513313,-2.0,-0.762529553
1718737785.513926,-2.0,-0.762568283
1718737785.515158,-2.0,-0.76261639
1718737785.516347,-2.0,-0.762661101
1718737785.51701,-2.0,-0.7627218
1718737785.518202,-2.0,-0.762797743
1718737785.51941,-2.0,-0.762880476
1718737785.520631,-2.0,-0.762965978
1718737785.521332,-2.0,-0.763054398
1718737785.52245,-2.0,-0.76311365
1718737785.523076,-2.0,-0.762839834
1718737785.524251,-2.0,-0.762833213
1718737785.525439,-2.0,-0.763009662
1718737785.526054,-2.0,-0.763228962
1718737785.526331,-2.0,-0.763228962
1718737785.527254,-2.0,-0.763431581
1718737785.528455,-2.0,-0.763613201
1718737785.529069,-2.0,-0.763798779
1718737785.530247,-2.0,-0.763969213
1718737785.53143,-2.0,-0.764103782
1718737785.532043,-2.0,-0.764210297
1718737785.533226,-2.0,-0.764309202
1718737785.534416,-2.0,-0.76441088
1718737785.535088,-2.0,-0.764518596
1718737785.536248,-2.0,-0.76463312
1718737785.537465,-2.0,-0.764755054
1718737785.538044,-2.0,-0.764885302
1718737785.539241,-2.0,-0.765024838
1718737785.540503,-2.0,-0.765167033
1718737785.541082,-2.0,-0.765321214
1718737785.542214,-2.0,-0.765475082
1718737785.543395,-2.0,-0.765647759
1718737785.543967,-2.0,-0.765837551
1718737785.54512,-2.0,-0.766005651
1718737785.546304,-2.0,-0.765874335
1718737785.547399,-2.0,-0.765942358
1718737785.548008,-2.0,-0.766155576
1718737785.549132,-2.0,-0.766401631
1718737785.550321,-2.0,-0.766630464
1718737785.551497,-2.0,-0.766838646
1718737785.552097,-2.0,-0.767037737
1718737785.55337,-2.0,-0.767237267
1718737785.554502,-2.0,-0.767441496
1718737785.55504,-2.0,-0.767651616
1718737785.556168,-2.0,-0.767867856
1718737785.557297,-2.0,-0.768090532
1718737785.558461,-2.0,-0.768319869
1718737785.55906,-2.0,-0.76855615
1718737785.560207,-2.0,-0.768799635
1718737785.561361,-2.0,-0.76905057
1718737785.562014,-2.0,-0.769297178
1718737785.563185,-2.0,-0.769566292
1718737785.564356,-2.0,-0.769746598
1718737785.564959,-2.0,-0.769594925
1718737785.566117,-2.0,-0.769701258
1718737785.567273,-2.0,-0.769982382
1718737785.568442,-2.0,-0.770301887
1718737785.569026,-2.0,-0.770603831
1718737785.570167,-2.0,-0.770885884
1718737785.571322,-2.0,-0.771160686
1718737785.571907,-2.0,-0.771437913
1718737785.573042,-2.0,-0.771721511
1718737785.574206,-2.0,-0.772012171
1718737785.575371,-2.0,-0.772309682
1718737785.575966,-2.0,-0.772613933
1718737785.577142,-2.0,-0.77292505
1718737785.578305,-2.0,-0.773243268
1718737785.578889,-2.0,-0.773568826
1718737785.580033,-2.0,-0.773901934
1718737785.581165,-2.0,-0.774257315
1718737785.582302,-2.0,-0.774567308
1718737785.58287,-2.0,-0.774856406
1718737785.584001,-2.0,-0.775145012
1718737785.585128,-2.0,-0.775409982
1718737785.586273,-2.0,-0.775367123
1718737785.586856,-2.0,-0.775561577
1718737785.58801,-2.0,-0.775938449
1718737785.589167,-2.0,-0.776367887
1718737785.590322,-2.0,-0.776786582
1718737785.590905,-2.0,-0.777186773
1718737785.59216,-2.0,-0.777579685
1718737785.593252,-2.0,-0.777974785
1718737785.593922,-2.0,-0.77837556
1718737785.595083,-2.0,-0.778781961
1718737785.596261,-2.0,-0.77919309
1718737785.597387,-2.0,-0.779608368
1718737785.597995,-2.0,-0.780027677
1718737785.59916,-2.0,-0.780451171
1718737785.600325,-2.0,-0.780879108
1718737785.600961,-2.0,-0.781324494
1718737785.60212,-2.0,-0.78172642
1718737785.603281,-2.0,-0.782107928
1718737785.6039,-2.0,-0.782487572
1718737785.605063,-2.0,-0.782872218
1718737785.606236,-2.0,-0.783263897
1718737785.607399,-2.0,-0.783639016
1718737785.608,-2.0,-0.783704806
1718737785.609195,-2.0,-0.784005507
1718737785.610398,-2.0,-0.784486115
1718737785.610993,-2.0,-0.785017881
1718737785.612156,-2.0,-0.785538276
1718737785.613319,-2.0,-0.786048263
1718737785.614004,-2.0,-0.786529154
1718737785.615162,-2.0,-0.786832291
1718737785.616314,-2.0,-0.78686436
1718737785.616982,-2.0,-0.786628843
1718737785.618146,-2.0,-0.786215936
1718737785.619294,-2.0,-0.785759787
1718737785.61992,-2.0,-0.785394647
1718737785.62105,-2.0,-0.78510187
1718737785.622195,-2.0,-0.784845936
1718737785.623354,-2.0,-0.784619187
1718737785.623943,-2.0,-0.78438924
1718737785.625094,-2.0,-0.784131281
1718737785.626336,2.0,-0.784131281
1718737785.626412,2.0,-0.783852969
1718737785.62745,2.0,-0.783563363
1718737785.62805,2.0,-0.783285122
1718737785.629181,2.0,-0.783001255
1718737785.63034,2.0,-0.782728537
1718737785.630941,2.0,-0.782464263
1718737785.632099,2.0,-0.782201003
1718737785.633258,2.0,-0.781917962
1718737785.634392,2.0,-0.781326103
1718737785.634985,2.0,-0.780967177
1718737785.636151,2.0,-0.780768796
1718737785.637311,2.0,-0.780606389
1718737785.638469,2.0,-0.780426141
1718737785.639146,2.0,-0.78022333
1718737785.640289,2.0,-0.780022689
1718737785.641432,2.0,-0.779766734
1718737785.64203,2.0,-0.779482223
1718737785.643187,2.0,-0.7791893
1718737785.644337,2.0,-0.778894715
1718737785.645519,2.0,-0.778584323
1718737785.646109,2.0,-0.778270547
1718737785.647303,2.0,-0.777948706
1718737785.648417,2.0,-0.777640329
1718737785.649568,2.0,-0.777341726
1718737785.650146,2.0,-0.777043557
1718737785.651287,2.0,-0.776742781
1718737785.652443,2.0,-0.776440483
1718737785.65357,2.0,-0.776108484
1718737785.654167,2.0,-0.775440373
1718737785.655298,2.0,-0.775046855
1718737785.656438,2.0,-0.774777846
1718737785.657015,2.0,-0.774518218
1718737785.658172,2.0,-0.774228974
1718737785.65932,2.0,-0.773913409
1718737785.660475,2.0,-0.773570612
1718737785.661073,2.0,-0.773222501
1718737785.662223,2.0,-0.77286813
1718737785.663387,2.0,-0.772528787
1718737785.664588,2.0,-0.772199697
1718737785.66518,2.0,-0.771870829
1718737785.666301,2.0,-0.771538825
1718737785.667462,2.0,-0.771204592
1718737785.668077,2.0,-0.770869401
1718737785.669274,2.0,-0.770533686
1718737785.670374,2.0,-0.770197385
1718737785.671654,2.0,-0.769860443
1718737785.672232,2.0,-0.769537264
1718737785.673364,2.0,-0.769161873
1718737785.673959,2.0,-0.768758197
1718737785.675092,2.0,-0.768324013
1718737785.676252,2.0,-0.767566297
1718737785.677389,2.0,-0.767042673
1718737785.677969,2.0,-0.766686643
1718737785.679177,2.0,-0.766361547
1718737785.680318,2.0,-0.766031606
1718737785.681479,2.0,-0.76568815
1718737785.682071,2.0,-0.765332869
1718737785.683208,2.0,-0.764971302
1718737785.684348,2.0,-0.764607463
1718737785.685509,2.0,-0.764242499
1718737785.686136,2.0,-0.763875906
1718737785.687286,2.0,-0.763506885
1718737785.688437,2.0,-0.76313495
1718737785.689043,2.0,-0.762759968
1718737785.690217,2.0,-0.762394505
1718737785.691369,2.0,-0.761977792
1718737785.691958,2.0,-0.761533325
1718737785.693122,2.0,-0.761079515
1718737785.694292,2.0,-0.760612018
1718737785.695443,2.0,-0.76014159
1718737785.69604,2.0,-0.759639205
1718737785.697155,2.0,-0.758809822
1718737785.698294,2.0,-0.758243066
1718737785.699416,2.0,-0.75784961
1718737785.700024,2.0,-0.757524197
1718737785.701141,2.0,-0.75715936
1718737785.702284,2.0,-0.75674031
1718737785.703547,2.0,-0.756293646
1718737785.704002,2.0,-0.755837599
1718737785.705145,2.0,-0.755378401
1718737785.706268,2.0,-0.754916311
1718737785.707407,2.0,-0.754450405
1718737785.708001,2.0,-0.753980368
1718737785.709133,2.0,-0.753506585
1718737785.710295,2.0,-0.75302976
1718737785.711456,2.0,-0.752564575
1718737785.71206,2.0,-0.752046262
1718737785.713201,2.0,-0.751500123
1718737785.71436,2.0,-0.750934216
1718737785.715493,2.0,-0.750364151
1718737785.716088,2.0,-0.749785842
1718737785.717233,2.0,-0.749220878
1718737785.718416,2.0,-0.748663802
1718737785.719527,2.0,-0.748070095
1718737785.720156,2.0,-0.747141374
1718737785.721375,2.0,-0.746470948
1718737785.722002,2.0,-0.74597603
1718737785.723213,2.0,-0.745517489
1718737785.724397,2.0,-0.745035718
1718737785.72505,2.0,-0.744525768
1718737785.726211,2.0,-0.743999422
1718737785.726289,2.0,-0.743999422
1718737785.727427,2.0,-0.743466409
1718737785.728044,2.0,-0.742944887
1718737785.729252,2.0,-0.742366945
1718737785.730443,2.0,-0.741758251
1718737785.731076,2.0,-0.741138949
1718737785.732289,2.0,-0.740516211
1718737785.73345,2.0,-0.739879251
1718737785.73407,2.0,-0.739237658
1718737785.735245,2.0,-0.738588095
1718737785.736561,2.0,-0.737952874
1718737785.737087,2.0,-0.737325672
1718737785.738275,2.0,-0.736656765
1718737785.739442,2.0,-0.735640733
1718737785.740065,2.0,-0.734896095
1718737785.741266,2.0,-0.734334747
1718737785.742449,2.0,-0.733811369
1718737785.743092,2.0,-0.733264374
1718737785.744326,2.0,-0.732689368
1718737785.745424,2.0,-0.732113085
1718737785.746053,2.0,-0.731476591
1718737785.747214,2.0,-0.730810214
1718737785.748386,2.0,-0.730134941
1718737785.749017,2.0,-0.729457479
1718737785.750181,2.0,-0.728779186
1718737785.751367,2.0,-0.728088429
1718737785.751983,2.0,-0.727393402
1718737785.75326,2.0,-0.726692163
1718737785.753955,2.0,-0.726005986
1718737785.755078,2.0,-0.725327446
1718737785.756184,2.0,-0.724646622
1718737785.757358,2.0,-0.723927225
1718737785.758479,2.0,-0.722858154
1718737785.759078,2.0,-0.722060325
1718737785.760199,2.0,-0.721444651
1718737785.761339,2.0,-0.7208653
1718737785.761967,2.0,-0.720261254
1718737785.7631,2.0,-0.719641636
1718737785.764212,2.0,-0.718953744
1718737785.765352,2.0,-0.71823358
1718737785.765959,2.0,-0.717504197
1718737785.767075,2.0,-0.716772463
1718737785.768226,2.0,-0.716039249
1718737785.76936,2.0,-0.715304405
1718737785.769942,2.0,-0.714568302
1718737785.771089,2.0,-0.713820855
1718737785.772263,2.0,-0.71306896
1718737785.77337,2.0,-0.712311945
1718737785.773951,2.0,-0.711569651
1718737785.77509,2.0,-0.710833348
1718737785.776228,2.0,-0.710093237
1718737785.77737,2.0,-0.709347285
1718737785.777957,2.0,-0.708566004
1718737785.779092,2.0,-0.707429132
1718737785.780251,2.0,-0.706601733
1718737785.781377,2.0,-0.705937628
1718737785.78196,2.0,-0.705278387
1718737785.783096,2.0,-0.70459177
1718737785.784243,2.0,-0.70382367
1718737785.785412,2.0,-0.70301581
1718737785.78597,2.0,-0.702195778
1718737785.787119,2.0,-0.701372436
1718737785.78826,2.0,-0.700547137
1718737785.789398,2.0,-0.699720016
1718737785.789994,2.0,-0.698891864
1718737785.791144,2.0,-0.69805337
1718737785.792315,2.0,-0.697210241
1718737785.793496,2.0,-0.696364179
1718737785.794095,2.0,-0.695535487
1718737785.7953,2.0,-0.694714001
1718737785.796391,2.0,-0.69388993
1718737785.796976,2.0,-0.693061702
1718737785.79811,2.0,-0.692230601
1718737785.799255,2.0,-0.691397341
1718737785.800422,2.0,-0.690575513
1718737785.800993,2.0,-0.689660393
1718737785.802125,2.0,-0.688379406
1718737785.80327,2.0,-0.687363595
1718737785.80441,2.0,-0.686524808
1718737785.804996,2.0,-0.685718527
1718737785.806157,2.0,-0.684886722
1718737785.807305,2.0,-0.684027729
1718737785.808431,2.0,-0.68315514
1718737785.809055,2.0,-0.682265405
1718737785.810177,2.0,-0.681367827
1718737785.811317,2.0,-0.680468189
1718737785.812604,2.0,-0.679585875
1718737785.8131,2.0,-0.678707699
1718737785.814254,2.0,-0.677823518
1718737785.815394,2.0,-0.67693238
